CODIGO,PLANO_NUM,CL_XN_INI,CL_XN_FIN,CL_YN_INI,CL_YN_FIN,CR_XN_INI,CR_XN_FIN,CR_YN_INI,CR_YN_FIN,CALLES,CARRERAS
"R 0, 7M2",1,110061003,110081001,072100000,078186999,130721000,130781871,006100000,007999999,De la Calle 6 Par hasta la Calle 8 Impar,De la Cra 72  hasta la Cra 78c Par
"R 0, 7M3",1,110061003,110081001,078187000,079999999,130781873,130801001,006100000,007999999,De la Calle 6 Par hasta la Calle 8 Impar,De la Cra 78c Impar hasta la Cra 80 Par
"R 0, 8M2",1,110061003,110098830,080100000,085999999,130801003,130861001,006100000,009882999,De la Calle 6 Par hasta la Calle 9z,De la Cra 80 Impar hasta la Cra 86 Par
"R 0, 8M3",1,110061010,110062170,086100000,110882999,130861003,131108830,006101000,006216999,De la Calle 6bis  hasta la Calle 6dbis,De la Cra 86 Impar hasta la Cra 110z
"R 0, 8M4",1,110062450,110098830,086100000,110882999,130861003,131108830,006245000,009882999,De la Calle 6e  hasta la Calle 9z,De la Cra 86 Impar hasta la Cra 110z
"R 1, 0M1",1,110071003,110191001,007100000,009999999,130071003,130101001,007100000,018999999,De la Calle 7 Par hasta la Calle 19 Impar,De la Cra 7 Impar hasta la Cra 10 Par
"R 1, 0M2",1,110071003,110191001,004100000,006999999,130041000,130071001,007100000,018999999,De la Calle 7 Par hasta la Calle 19 Impar,De la Cra 4  hasta la Cra 7 Par
"R 1, 0M3",1,110071003,110191001,000100000,003882999,130001000,130038830,007100000,018999999,De la Calle 7 Par hasta la Calle 19 Impar,De la Cra 0  hasta la Cra 3z
"R 1, 1M1",1,110061003,110191001,010100000,013999999,130101003,130141001,006100000,018999999,De la Calle 6 Par hasta la Calle 19 Impar,De la Cra 10 Impar hasta la Cra 14 Par
"R 1, 1M2",1,110131000,110191001,014100000,018999999,130141003,130191001,013100000,018999999,De la Calle 13  hasta la Calle 19 Impar,De la Cra 14 Impar hasta la Cra 19 Par
"R 1, 1M3",1,110061003,110128830,014100000,018999999,130141003,130191001,006100000,012882999,De la Calle 6 Par hasta la Calle 12z,De la Cra 14 Impar hasta la Cra 19 Par
"R 1, 2M1",1,110131003,110191001,019100000,026999999,130191003,130271001,013100000,018999999,De la Calle 13 Par hasta la Calle 19 Impar,De la Cra 19 Impar hasta la Cra 27 Par
"R 1, 2M2",1,110061003,110131001,019100000,023999999,130191003,130241001,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 19 Impar hasta la Cra 24 Par
"R 1, 2M3",1,110061003,110131001,024100000,026999999,130241003,130271001,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 24 Impar hasta la Cra 27 Par
"R 1, 2M4",1,110061003,110191001,027100000,029999999,130271003,130301001,006100000,018999999,De la Calle 6 Par hasta la Calle 19 Impar,De la Cra 27 Impar hasta la Cra 30 Par
"R 1, 3M1",1,110061003,110131001,030100000,032882999,130301003,130328830,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 30 Impar hasta la Cra 32z
"R 1, 3M2",1,110061003,110131001,032129000,036882999,130321290,130368830,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 32a  hasta la Cra 36z
"R 1, 3M3",1,110061003,110131001,037100000,049999999,130371000,130501001,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 37  hasta la Cra 50 Par
"R 1, 5M1",1,110061003,110131001,050100000,065882999,130501003,130658830,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 50 Impar hasta la Cra 65z
"R 1, 5M2",1,110061003,110131001,066100000,067999999,130661000,130681001,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 66  hasta la Cra 68 Par
"R 1, 6M1",1,110131003,110221001,068100000,071999999,130681003,130721001,013100000,021999999,De la Calle 13 Par hasta la Calle 22 Impar,De la Cra 68 Impar hasta la Cra 72 Par
"R 1, 7M1",1,110161870,110221001,072100000,085999999,130721003,130861001,016187000,021999999,De la Calle 16c  hasta la Calle 22 Impar,De la Cra 72 Impar hasta la Cra 86 Par
"R 1, 7M2",1,110101000,110161590,080100000,085999999,130801003,130861001,010100000,016158999,De la Calle 10  hasta la Calle 16bbis,De la Cra 80 Impar hasta la Cra 86 Par
"R 1, 7M3",1,110091000,110161590,072100000,079999999,130721003,130801001,009100000,016158999,De la Calle 9  hasta la Calle 16bbis,De la Cra 72 Impar hasta la Cra 80 Par
"R 1, 9M1",1,110161003,110221001,080100000,095882999,130801003,130958830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 80 Impar hasta la Cra 95z
"R 1, 9M2",1,110161003,110221001,095100000,096882999,130951000,130968830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 95  hasta la Cra 96z
"R 1,10M1",1,110161003,110221001,097100000,100882999,130971000,131008830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 97  hasta la Cra 100z
"R 1,10M2",1,110161003,110221001,101100000,104882999,131011000,131048830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 101  hasta la Cra 104z
"R 1,11M1",1,110131000,110161001,096100000,112882999,130961000,131128830,013100000,015999999,De la Calle 13  hasta la Calle 16 Impar,De la Cra 96  hasta la Cra 112z
"R 1,11M2",1,110131000,110161001,113100000,139882999,131131000,131398830,013100000,015999999,De la Calle 13  hasta la Calle 16 Impar,De la Cra 113  hasta la Cra 139z
"R 1,11M3",1,110101000,110161001,086100000,095882999,130861000,130958830,010100000,015999999,De la Calle 10  hasta la Calle 16 Impar,De la Cra 86  hasta la Cra 95z
"R 1,12M1",1,110161003,110221001,105100000,108882999,131051000,131088830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 105  hasta la Cra 108z
"R 1,12M2",1,110161003,110221001,109100000,115882999,131091000,131158830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 109  hasta la Cra 115z
"R 1,13M1",1,110161003,110221001,116100000,119882999,131161000,131198830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 116  hasta la Cra 119z
"R 1,13M2",1,110161003,110221001,120100000,124882999,131201000,131248830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 120  hasta la Cra 124z
"R 1,13M3",1,110161003,110221001,125100000,129882999,131251000,131298830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 125  hasta la Cra 129z
"R 1,13M4",1,110161003,110221001,130100000,139882999,131301000,131398830,016100000,021999999,De la Calle 16 Par hasta la Calle 22 Impar,De la Cra 130  hasta la Cra 139z
"R 1,68M1",1,110061003,110131001,068100000,068216999,130681003,130682170,006100000,012999999,De la Calle 6 Par hasta la Calle 13 Impar,De la Cra 68 Impar hasta la Cra 68dbis
"R 1,68M2",1,110111000,110131001,068245000,071999999,130682450,130721001,011100000,012999999,De la Calle 11  hasta la Calle 13 Impar,De la Cra 68e  hasta la Cra 72 Par
"R 1,68M3",1,110061003,110108830,068245000,071999999,130682450,130721001,006100000,010882999,De la Calle 6 Par hasta la Calle 10z,De la Cra 68e  hasta la Cra 72 Par
"R 2, 0M1",1,110191003,110261001,010100000,013999999,130101003,130141001,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 10 Impar hasta la Cra 14 Par
"R 2, 0M2",1,110191003,110261001,003100000,009999999,130031003,130101001,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 3 Impar hasta la Cra 10 Par
"R 2, 0M3",1,110191003,110261001,000100000,002999999,130001000,130031001,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 0  hasta la Cra 3 Par
"R 2, 0M3",4,410191003,410261001,000100000,009882999,430001000,430098830,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 0  hasta la Cra 9z
"R 2, 1M1",1,110191003,110261001,014100000,021999999,130141003,130221001,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 14 Impar hasta la Cra 22 Par
"R 2, 1M2",1,110191003,110261001,022100000,029999999,130221003,130301001,019100000,025999999,De la Calle 19 Par hasta la Calle 26 Impar,De la Cra 22 Impar hasta la Cra 30 Par
"R 2, 3M1",1,110131003,110191001,030100000,038100999,130301003,130381010,013100000,018999999,De la Calle 13 Par hasta la Calle 19 Impar,De la Cra 30 Impar hasta la Cra 38bis
"R 2, 3M2",1,110191003,110231001,030100000,037999999,130301003,130381001,019100000,022999999,De la Calle 19 Par hasta la Calle 23 Impar,De la Cra 30 Impar hasta la Cra 38 Par
"R 2, 3M3",1,110131003,110201001,039100000,049999999,130391000,130501001,013100000,019999999,De la Calle 13 Par hasta la Calle 20 Impar,De la Cra 39  hasta la Cra 50 Par
"R 2, 4M1",1,110231003,110261001,030100000,039999999,130301003,130401001,023100000,025999999,De la Calle 23 Par hasta la Calle 26 Impar,De la Cra 30 Impar hasta la Cra 40 Par
"R 2, 4M2",1,110201003,110221001,040100000,049999999,130401003,130501001,020100000,021999999,De la Calle 20 Par hasta la Calle 22 Impar,De la Cra 40 Impar hasta la Cra 50 Par
"R 2, 4M3",1,110221003,110261001,040100000,049999999,130401003,130501001,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 40 Impar hasta la Cra 50 Par
"R 2, 5M1",1,110131003,110221001,050100000,059999999,130501003,130601001,013100000,021999999,De la Calle 13 Par hasta la Calle 22 Impar,De la Cra 50 Impar hasta la Cra 60 Par
"R 2, 5M2",1,110131003,110221001,060100000,067999999,130601003,130681001,013100000,021999999,De la Calle 13 Par hasta la Calle 22 Impar,De la Cra 60 Impar hasta la Cra 68 Par
"R 2, 5M3",1,110221003,110261001,050100000,067999999,130501003,130681001,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 50 Impar hasta la Cra 68 Par
"R 2, 6M1",1,110221003,110241001,068100000,071999999,130681003,130721001,022100000,023999999,De la Calle 22 Par hasta la Calle 24 Impar,De la Cra 68 Impar hasta la Cra 72 Par
"R 2, 6M2",1,110241003,110261001,068100000,071999999,130681003,130721001,024100000,025999999,De la Calle 24 Par hasta la Calle 26 Impar,De la Cra 68 Impar hasta la Cra 72 Par
"R 2, 7M1",1,110221003,110261001,072100000,074999999,130721003,130751001,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 72 Impar hasta la Cra 75 Par
"R 2, 7M2",1,110221003,110261001,075100000,081999999,130751003,130821001,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 75 Impar hasta la Cra 82 Par
"R 2, 8M1",1,110221003,110261001,082100000,085999999,130821003,130861001,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 82 Impar hasta la Cra 86 Par
"R 2, 9M1",1,110221000,110241001,095100000,099999999,130951000,131001001,022100000,023999999,De la Calle 22  hasta la Calle 24 Impar,De la Cra 95  hasta la Cra 100 Par
"R 2, 9M2",1,110241003,110261001,095100000,099999999,130951000,131001001,024100000,025999999,De la Calle 24 Par hasta la Calle 26 Impar,De la Cra 95  hasta la Cra 100 Par
"R 2, 9M3",1,110221003,110261001,086100000,094882999,130861003,130948830,022100000,025999999,De la Calle 22 Par hasta la Calle 26 Impar,De la Cra 86 Impar hasta la Cra 94z
"R 2,10M1",1,110241003,110268830,100100000,103999999,131001003,131041001,024100000,026882999,De la Calle 24 Par hasta la Calle 26z,De la Cra 100 Impar hasta la Cra 104 Par
"R 2,10M2",1,110232163,110241001,100100000,111128999,131001003,131111291,023216000,023999999,De la Calle 23d Par hasta la Calle 24 Impar,De la Cra 100 Impar hasta la Cra 111a Par
"R 2,10M3",1,110221003,110232161,100100000,103999999,131001003,131041001,022100000,023215999,De la Calle 22 Par hasta la Calle 23d Impar,De la Cra 100 Impar hasta la Cra 104 Par
"R 2,10M4",1,110221003,110248830,104100000,111128999,131041003,131111291,022100000,024882999,De la Calle 22 Par hasta la Calle 24z,De la Cra 104 Impar hasta la Cra 111a Par
"R 2,11M1",1,110221003,110248830,111129000,115999999,131111293,131161001,022100000,024882999,De la Calle 22 Par hasta la Calle 24z,De la Cra 111a Impar hasta la Cra 116 Par
"R 2,11M2",1,110221003,110248830,116100000,119999999,131161003,131201001,022100000,024882999,De la Calle 22 Par hasta la Calle 24z,De la Cra 116 Impar hasta la Cra 120 Par
"R 2,11M3",1,110221003,110248830,120100000,140882999,131201003,131408830,022100000,024882999,De la Calle 22 Par hasta la Calle 24z,De la Cra 120 Impar hasta la Cra 140z
"R 3, 0M1",1,110341003,110451001,000100000,006999999,130001000,130071001,034100000,044999999,De la Calle 34 Par hasta la Calle 45 Impar,De la Cra 0  hasta la Cra 7 Par
"R 3, 0M1",4,410341003,410451001,000100000,008882999,430001000,430088830,034100000,044999999,De la Calle 34 Par hasta la Calle 45 Impar,De la Cra 0  hasta la Cra 8z
"R 3, 0M2",1,110311003,110341001,000100000,006999999,130001000,130071001,031100000,033999999,De la Calle 31 Par hasta la Calle 34 Impar,De la Cra 0  hasta la Cra 7 Par
"R 3, 0M2",4,410311003,410341001,000100000,008882999,430001000,430088830,031100000,033999999,De la Calle 31 Par hasta la Calle 34 Impar,De la Cra 0  hasta la Cra 8z
"R 3, 0M3",1,110261003,110311001,000100000,006999999,130001000,130071001,026100000,030999999,De la Calle 26 Par hasta la Calle 31 Impar,De la Cra 0  hasta la Cra 7 Par
"R 3, 0M3",4,410261003,410311001,000100000,008882999,430001000,430088830,026100000,030999999,De la Calle 26 Par hasta la Calle 31 Impar,De la Cra 0  hasta la Cra 8z
"R 3, 1M1",1,110341003,110451001,007100000,013999999,130071003,130141001,034100000,044999999,De la Calle 34 Par hasta la Calle 45 Impar,De la Cra 7 Impar hasta la Cra 14 Par
"R 3, 1M2",1,110261003,110341001,007100000,013999999,130071003,130141001,026100000,033999999,De la Calle 26 Par hasta la Calle 34 Impar,De la Cra 7 Impar hasta la Cra 14 Par
"R 3, 2M1",1,110261003,110341001,014100000,029999999,130141003,130301001,026100000,033999999,De la Calle 26 Par hasta la Calle 34 Impar,De la Cra 14 Impar hasta la Cra 30 Par
"R 3, 3M1",1,110261003,110531001,050100000,059999999,130501003,130601001,026100000,052999999,De la Calle 26 Par hasta la Calle 53 Impar,De la Cra 50 Impar hasta la Cra 60 Par
"R 3, 3M1",1,110261003,110531001,060100000,067999999,130601003,130681001,026100000,052999999,De la Calle 26 Par hasta la Calle 53 Impar,De la Cra 60 Impar hasta la Cra 68 Par
"R 4, 0M1",1,110451003,110531001,007100000,013999999,130071003,130141001,045100000,052999999,De la Calle 45 Par hasta la Calle 53 Impar,De la Cra 7 Impar hasta la Cra 14 Par
"R 4, 0M2",4,410451003,410531001,000100000,006882999,430001000,430068830,045100000,052999999,De la Calle 45 Par hasta la Calle 53 Impar,De la Cra 0  hasta la Cra 6z
"R 4, 0M2",1,110451003,110531001,000100000,006999999,130001000,130071001,045100000,052999999,De la Calle 45 Par hasta la Calle 53 Impar,De la Cra 0  hasta la Cra 7 Par
"R 4, 1M1",1,110451003,110531001,014100000,017882999,130141003,130178830,045100000,052999999,De la Calle 45 Par hasta la Calle 53 Impar,De la Cra 14 Impar hasta la Cra 17z
"R 4, 1M2",1,110451003,110531001,018100000,029999999,130181000,130301001,045100000,052999999,De la Calle 45 Par hasta la Calle 53 Impar,De la Cra 18  hasta la Cra 30 Par
"R 4, 2M1",1,110341003,110451001,014100000,018999999,130141003,130191001,034100000,044999999,De la Calle 34 Par hasta la Calle 45 Impar,De la Cra 14 Impar hasta la Cra 19 Par
"R 4, 2M2",1,110341003,110451001,019100000,029999999,130191003,130301001,034100000,044999999,De la Calle 34 Par hasta la Calle 45 Impar,De la Cra 19 Impar hasta la Cra 30 Par
"R 4, 3M1",1,110261003,110531001,030100000,032999999,130301003,130331001,026100000,052999999,De la Calle 26 Par hasta la Calle 53 Impar,De la Cra 30 Impar hasta la Cra 33 Par
"R 4, 3M2",1,110261003,110531001,033100000,049999999,130331003,130501001,026100000,052999999,De la Calle 26 Par hasta la Calle 53 Impar,De la Cra 33 Impar hasta la Cra 50 Par
"R 4, 3M3",1,110261003,110428830,030100000,039999999,130301003,130401001,026100000,042882999,De la Calle 26 Par hasta la Calle 42z,De la Cra 30 Impar hasta la Cra 40 Par
"R 4, 7M1",1,110261003,110631001,072100000,085999999,130721003,130861001,026100000,062999999,De la Calle 26 Par hasta la Calle 63 Impar,De la Cra 72 Impar hasta la Cra 86 Par
"R 4, 8M1",1,110261003,110661291,086100000,095999999,130861003,130961001,026100000,066128999,De la Calle 26 Par hasta la Calle 66a Impar,De la Cra 86 Impar hasta la Cra 96 Par
"R 4, 8M2",1,110631000,110661300,096100000,101999999,130961000,131021001,063100000,066129999,De la Calle 63  hasta la Calle 66abis,De la Cra 96  hasta la Cra 102 Par
"R 5, 0M1",4,410531003,410631001,000100000,005882999,430001000,430058830,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 0  hasta la Cra 5z
"R 5, 0M1",1,110531003,110631001,000100000,002999999,130001000,130031001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 0  hasta la Cra 3 Par
"R 5, 1M1",1,110531003,110571001,014100000,029999999,130141003,130301001,053100000,056999999,De la Calle 53 Par hasta la Calle 57 Impar,De la Cra 14 Impar hasta la Cra 30 Par
"R 5, 1M2",1,110531003,110631001,003100000,006999999,130031003,130071001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 3 Impar hasta la Cra 7 Par
"R 5, 1M2",1,110531003,110631001,007100000,013999999,130071003,130141001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 7 Impar hasta la Cra 14 Par
"R 5, 2M1",1,110571003,110631001,014100000,029999999,130141003,130301001,057100000,062999999,De la Calle 57 Par hasta la Calle 63 Impar,De la Cra 14 Impar hasta la Cra 30 Par
"R 5, 3M1",1,110531003,110631001,030100000,049999999,130301003,130501001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 30 Impar hasta la Cra 50 Par
"R 5, 5M1",1,110531003,110631001,050100000,059999999,130501003,130601001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 50 Impar hasta la Cra 60 Par
"R 5, 6M1",1,110261003,110631001,068100000,069882999,130681003,130698830,026100000,062999999,De la Calle 26 Par hasta la Calle 63 Impar,De la Cra 68 Impar hasta la Cra 69z
"R 5, 6M2",1,110261003,110531001,070100000,071999999,130701000,130721001,026100000,052999999,De la Calle 26 Par hasta la Calle 53 Impar,De la Cra 70  hasta la Cra 72 Par
"R 5, 6M3",1,110531003,110631001,070100000,071999999,130701000,130721001,053100000,062999999,De la Calle 53 Par hasta la Calle 63 Impar,De la Cra 70  hasta la Cra 72 Par
"R 6, 0M2",1,110631003,110721001,000100000,003882999,130001000,130038830,063100000,071999999,De la Calle 63 Par hasta la Calle 72 Impar,De la Cra 0  hasta la Cra 3z
"R 6, 0M2",4,410631003,410721001,000100000,004882999,430001000,430048830,063100000,071999999,De la Calle 63 Par hasta la Calle 72 Impar,De la Cra 0  hasta la Cra 4z
"R 6, 1M1",1,110631003,110721001,007100000,013999999,130071003,130141001,063100000,071999999,De la Calle 63 Par hasta la Calle 72 Impar,De la Cra 7 Impar hasta la Cra 14 Par
"R 6, 1M2",1,110631003,110721001,004100000,006999999,130041000,130071001,063100000,071999999,De la Calle 63 Par hasta la Calle 72 Impar,De la Cra 4  hasta la Cra 7 Par
"R 6, 2M1",1,110631003,110678830,014100000,023999999,130141003,130241001,063100000,067882999,De la Calle 63 Par hasta la Calle 67z,De la Cra 14 Impar hasta la Cra 24 Par
"R 6, 2M2",1,110681000,110721001,014100000,023999999,130141003,130241001,068100000,071999999,De la Calle 68  hasta la Calle 72 Impar,De la Cra 14 Impar hasta la Cra 24 Par
"R 6, 3M1",1,110631003,110658830,024100000,029999999,130241003,130301001,063100000,065882999,De la Calle 63 Par hasta la Calle 65z,De la Cra 24 Impar hasta la Cra 30 Par
"R 6, 3M2",1,110661000,110721001,024100000,029999999,130241003,130301001,066100000,071999999,De la Calle 66  hasta la Calle 72 Impar,De la Cra 24 Impar hasta la Cra 30 Par
"R 6, 4M1",1,110681000,110721001,030100000,067999999,130301003,130681001,068100000,071999999,De la Calle 68  hasta la Calle 72 Impar,De la Cra 30 Impar hasta la Cra 68 Par
"R 6, 4M2",1,110631000,110678830,030100000,059882999,130301000,130598830,063100000,067882999,De la Calle 63  hasta la Calle 67z,De la Cra 30  hasta la Cra 59z
"R 6, 4M3",1,110631000,110678830,060100000,067999999,130601000,130681001,063100000,067882999,De la Calle 63  hasta la Calle 67z,De la Cra 60  hasta la Cra 68 Par
"R 6, 5M1",1,110631003,110658830,068100000,069882999,130681003,130698830,063100000,065882999,De la Calle 63 Par hasta la Calle 65z,De la Cra 68 Impar hasta la Cra 69z
"R 6, 6M1",1,110661000,110721001,068100000,069882999,130681003,130698830,066100000,071999999,De la Calle 66  hasta la Calle 72 Impar,De la Cra 68 Impar hasta la Cra 69z
"R 6, 7M1",1,110661293,110721001,072100000,077128999,130721003,130771291,066129000,071999999,De la Calle 66a Par hasta la Calle 72 Impar,De la Cra 72 Impar hasta la Cra 77a Par
"R 6, 7M2",1,110631003,110661291,072100000,077128999,130721003,130771291,063100000,066128999,De la Calle 63 Par hasta la Calle 66a Impar,De la Cra 72 Impar hasta la Cra 77a Par
"R 6, 8M1",1,110661293,110721001,077129000,085999999,130771293,130861001,066129000,071999999,De la Calle 66a Par hasta la Calle 72 Impar,De la Cra 77a Impar hasta la Cra 86 Par
"R 6, 8M2",1,110631003,110661291,077129000,084999999,130771293,130851001,063100000,066128999,De la Calle 63 Par hasta la Calle 66a Impar,De la Cra 77a Impar hasta la Cra 85 Par
"R 6, 8M3",1,110631003,110661291,085100000,085999999,130851003,130861001,063100000,066128999,De la Calle 63 Par hasta la Calle 66a Impar,De la Cra 85 Impar hasta la Cra 86 Par
"R 6, 9M1",1,110661293,110721001,086100000,089999999,130861003,130901001,066129000,071999999,De la Calle 66a Par hasta la Calle 72 Impar,De la Cra 86 Impar hasta la Cra 90 Par
"R 6, 9M2",1,110661293,110721001,090100000,095999999,130901003,130961001,066129000,071999999,De la Calle 66a Par hasta la Calle 72 Impar,De la Cra 90 Impar hasta la Cra 96 Par
"R 6, 9M3",1,110661293,110721001,096100000,101999999,130961003,131021001,066129000,071999999,De la Calle 66a Par hasta la Calle 72 Impar,De la Cra 96 Impar hasta la Cra 102 Par
"R 6,10M1",1,110681580,110721001,102100000,110128999,131021003,131101290,068158000,071999999,De la Calle 68b  hasta la Calle 72 Impar,De la Cra 102 Impar hasta la Cra 110a
"R 6,10AM1",1,110631000,110681300,102100000,104999999,131021003,131051001,063100000,068129999,De la Calle 63  hasta la Calle 68abis,De la Cra 102 Impar hasta la Cra 105 Par
"R 6,10AM2",1,110631000,110681300,105100000,106128999,131051003,131061291,063100000,068129999,De la Calle 63  hasta la Calle 68abis,De la Cra 105 Impar hasta la Cra 106a Par
"R 6,10AM3",1,110631000,110681300,105100000,106128999,131051003,131061291,063100000,068129999,De la Calle 63  hasta la Calle 68abis,De la Cra 105 Impar hasta la Cra 106a Par
"R 6,10AM4",1,110631000,110681300,106129000,109882999,131061293,131098830,063100000,068129999,De la Calle 63  hasta la Calle 68abis,De la Cra 106a Impar hasta la Cra 109z
"R 6,11AM2",1,110631000,110681300,110100000,110999999,131101000,131111001,063100000,068129999,De la Calle 63  hasta la Calle 68abis,De la Cra 110  hasta la Cra 111 Par
"R 6,11AM3",1,110651580,110711010,111129000,112999999,131111293,131131001,065158000,071100999,De la Calle 65b  hasta la Calle 71bis,De la Cra 111a Impar hasta la Cra 113 Par
"R 6,11M1",1,110631000,110651581,111187000,112159999,131111873,131121601,063100000,065157999,De la Calle 63  hasta la Calle 65b Impar,De la Cra 111c Impar hasta la Cra 112bbisa P
"R 6,11M2",1,110631000,110651581,112160000,112999999,131121603,131131001,063100000,065157999,De la Calle 63  hasta la Calle 65b Impar,De la Cra 112bbisa Impar hasta la Cra 113 Pa
"R 6,11M3",1,110631000,110722460,113100000,117129999,131131003,131171300,063100000,072245999,De la Calle 63  hasta la Calle 72ebis,De la Cra 113 Impar hasta la Cra 117abis
"R 6,12M1",1,110631000,110633611,117159000,123882999,131171590,131238830,063100000,063360999,De la Calle 63  hasta la Calle 63i Impar,De la Cra 117bbis  hasta la Cra 123z
"R 6,12M2",1,110633613,110722450,117159000,130882999,131171590,131308830,063361000,072244999,De la Calle 63i Par hasta la Calle 72e,De la Cra 117bbis  hasta la Cra 130z
"R 6,70M1",1,110661000,110721001,070100000,071999999,130701000,130721001,066100000,071999999,De la Calle 66  hasta la Calle 72 Impar,De la Cra 70  hasta la Cra 72 Par
"R 6,70M2",1,110631003,110658830,070100000,071999999,130701000,130721001,063100000,065882999,De la Calle 63 Par hasta la Calle 65z,De la Cra 70  hasta la Cra 72 Par
"R 7, 0M1",1,110721003,110851001,001100000,006999999,130011000,130071001,072100000,084999999,De la Calle 72 Par hasta la Calle 85 Impar,De la Cra 1  hasta la Cra 7 Par
"R 7, 0M2",4,410721003,410851001,000100000,005882999,430001000,430058830,072100000,084999999,De la Calle 72 Par hasta la Calle 85 Impar,De la Cra 0  hasta la Cra 5z
"R 7, 0M3",1,110721003,110851001,007100000,010999999,130071003,130111001,072100000,084999999,De la Calle 72 Par hasta la Calle 85 Impar,De la Cra 7 Impar hasta la Cra 11 Par
"R 7, 1M1",1,110721003,110771001,011100000,019999999,130111003,130201001,072100000,076999999,De la Calle 72 Par hasta la Calle 77 Impar,De la Cra 11 Impar hasta la Cra 20 Par
"R 7, 1M2",1,110771003,110851001,011100000,014999999,130111003,130151001,077100000,084999999,De la Calle 77 Par hasta la Calle 85 Impar,De la Cra 11 Impar hasta la Cra 15 Par
"R 7, 1M3",1,110771003,110851001,015100000,019999999,130151003,130201001,077100000,084999999,De la Calle 77 Par hasta la Calle 85 Impar,De la Cra 15 Impar hasta la Cra 20 Par
"R 7, 2M1",1,110721003,110801001,020100000,023999999,130201003,130241001,072100000,079999999,De la Calle 72 Par hasta la Calle 80 Impar,De la Cra 20 Impar hasta la Cra 24 Par
"R 7, 2M2",1,110721003,110801001,024100000,049999999,130241003,130501001,072100000,079999999,De la Calle 72 Par hasta la Calle 80 Impar,De la Cra 24 Impar hasta la Cra 50 Par
"R 7, 5M1S1",1,110721003,110741001,030100000,056128999,130301003,130561291,072100000,073999999,De la Calle 72 Par hasta la Calle 74 Impar,De la Cra 30 Impar hasta la Cra 56a Par
"R 7, 5M1S2",1,110741003,110761001,030100000,053882999,130301003,130538831,074100000,075999999,De la Calle 74 Par hasta la Calle 76 Impar,De la Cra 30 Impar hasta la Cra 53z Par
"R 7, 5M1S3",1,110741003,110761001,053100000,056128999,130531003,130561291,074100000,075999999,De la Calle 74 Par hasta la Calle 76 Impar,De la Cra 53 Impar hasta la Cra 56a Par
"R 7, 5M1S4",1,110761003,110791001,030100000,053882999,130301003,130538831,076100000,078999999,De la Calle 76 Par hasta la Calle 79 Impar,De la Cra 30 Impar hasta la Cra 53z Par
"R 7, 5M1S5",1,110761003,110791001,053100000,056128999,130531003,130561291,076100000,078999999,De la Calle 76 Par hasta la Calle 79 Impar,De la Cra 53 Impar hasta la Cra 56a Par
"R 7, 5M1S6",1,110791003,110801001,030100000,055882999,130301003,130558831,079100000,079999999,De la Calle 79 Par hasta la Calle 80 Impar,De la Cra 30 Impar hasta la Cra 55z Par
